Entry	Reviewed	Organism	Protein names	EC number	Rhea ID
A0ABV6C7N5	unreviewed	Thorsellia kenyensis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABV6C8D6	unreviewed	Thorsellia kenyensis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABV6ECX4	unreviewed	Serratia aquatilis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABV6EE43	unreviewed	Serratia aquatilis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABV6GFZ2	unreviewed	Metabacillus herbersteinensis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABV6JF60	unreviewed	Paenibacillus mendelii	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABV6KC72	unreviewed	Halalkalibacter kiskunsagensis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABV6NKV3	unreviewed	Halalkalibacter alkalisediminis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABV8H2T2	unreviewed	Oceanobacillus longus	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABV8UUY0	unreviewed	Chryseomicrobium palamuruense	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW0TG46	unreviewed	Sporosarcina soli	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW0THG7	unreviewed	Sporosarcina soli	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW0TJK0	unreviewed	Sporosarcina soli	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW0TZL3	unreviewed	Sporosarcina koreensis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW0U0X3	unreviewed	Sporosarcina koreensis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW2K004	unreviewed	Halobacillus campisalis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW2PU90	unreviewed	Scopulibacillus cellulosilyticus	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW3NBH0	unreviewed	Oceanobacillus locisalsi	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW3NDG3	unreviewed	Oceanobacillus locisalsi	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW3NDL9	unreviewed	Oceanobacillus locisalsi	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW4CDY7	unreviewed	Kroppenstedtia sanguinis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW4D7A7	unreviewed	Paenibacillus farraposensis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW4HP05	unreviewed	Oceanobacillus luteolus	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW4HPZ2	unreviewed	Oceanobacillus luteolus	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW4NIX7	unreviewed	Carnobacterium antarcticum	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW4NL56	unreviewed	Carnobacterium antarcticum	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW4QLR1	unreviewed	Planococcus chinensis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW5X0J8	unreviewed	Corticicoccus populi	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW8ID94	unreviewed	Bacillus lumedeiriae	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW8R8Z3	unreviewed	Bacillus salipaludis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW8R8Z9	unreviewed	Bacillus salipaludis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW9F4M6	unreviewed	Helcococcus bovis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABX0QYQ8	unreviewed	Candidatus Pantoea formicae	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABX1VU31	unreviewed	Lacrimispora defluvii	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABX6JMR3	unreviewed	Proteus terrae subsp. cibarius	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABY0JUG5	unreviewed	Citrobacter europaeus	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABY4H3K4	unreviewed	Halobacillus shinanisalinarum	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABY5JRC6	unreviewed	Oceanobacillus jeddahense	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABY5P9P5	unreviewed	Fundicoccus culcitae	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABY5SK40	unreviewed	Paenibacillus spongiae	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABY7I5S0	unreviewed	Bacillus halotolerans	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABY8IWK8	unreviewed	Halobacillus naozhouensis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABY8KEP8	unreviewed	Lysinibacillus capsici	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABY8YBV6	unreviewed	Proteus appendicitidis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABY9KT40	unreviewed	Aciduricibacillus chroicocephali	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABY9PRE7	unreviewed	Serratia fonticola	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABY9T134	unreviewed	Brevibacillus brevis (Bacillus brevis)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABZ0KY04	unreviewed	Sporosarcina jeotgali	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABZ2CXY7	unreviewed	Shouchella rhizosphaerae	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABZ2MXK1	unreviewed	Metabacillus rhizosphaerae	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABZ2WEP9	unreviewed	Staphylococcus casei	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABZ2WEX3	unreviewed	Staphylococcus casei	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABZ2ZH76	unreviewed	Cytobacillus pseudoceanisediminis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABZ3BXE6	unreviewed	Ignatzschineria larvae DSM 13226	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABZ3EJ19	unreviewed	Proteus faecis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ACC6P8W0	unreviewed	Saccharibacillus sacchari	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ACD4A2N2	unreviewed	Bacillus rugosus	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ACD6T9D0	unreviewed	Enterococcus faecalis (strain ATCC 47077 / OG1RF)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ACG3X6J7	unreviewed	Peribacillus frigoritolerans	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ACG7VDI1	unreviewed	Lysinibacillus fusiformis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ACH3D3X6	unreviewed	Chryseomicrobium aureum	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ACH3V4N0	unreviewed	Mannheimia glucosida	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ACH3VZP6	unreviewed	Helcococcus ovis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ACH4CHT4	unreviewed	Brevibacillus laterosporus (Bacillus laterosporus)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ACH4CI00	unreviewed	Brevibacillus laterosporus (Bacillus laterosporus)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ACN3MAN8	unreviewed	Peribacillus frigoritolerans	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A7ZIS5	unreviewed	Escherichia coli O139:H28 (strain E24377A / ETEC)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
B4EV95	unreviewed	Proteus mirabilis (strain HI4320)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
B7L7E4	unreviewed	Escherichia coli (strain 55989 / EAEC)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
B7LPY7	unreviewed	Escherichia fergusonii (strain ATCC 35469 / DSM 13698 / CCUG 18766 / IAM 14443 / JCM 21226 / LMG 7866 / NBRC 102419 / NCTC 12128 / CDC 0568-73)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
B7MA82	unreviewed	Escherichia coli O45:K1 (strain S88 / ExPEC)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
B7ME39	unreviewed	Escherichia coli O45:K1 (strain S88 / ExPEC)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
B9DKI7	unreviewed	Staphylococcus carnosus (strain TM300)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
B9DKI8	unreviewed	Staphylococcus carnosus (strain TM300)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
C0C3K2	unreviewed	[Clostridium] hylemonae DSM 15053	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
D0GM00	unreviewed	Pseudoleptotrichia goodfellowii F0264	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
D2TR44	unreviewed	Citrobacter rodentium (strain ICC168) (Citrobacter freundii biotype 4280)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
E1QWI3	unreviewed	Olsenella uli (strain ATCC 49627 / DSM 7084 / CCUG 31166 / CIP 109912 / JCM 12494 / LMG 11480 / NCIMB 702895 / VPI D76D-27C) (Lactobacillus uli)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
F2N955	unreviewed	Coriobacterium glomerans (strain ATCC 49209 / DSM 20642 / JCM 10262 / PW2)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
G4NRW7	unreviewed	Bacillus spizizenii (strain DSM 15029 / JCM 12233 / NBRC 101239 / NRRL B-23049 / TU-B-10) (Bacillus subtilis subsp. spizizenii)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
K1KWQ9	unreviewed	Cecembia lonarensis (strain CCUG 58316 / KCTC 22772 / LW9)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
K8E416	unreviewed	Carnobacterium maltaromaticum LMA28	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
K8ERI2	unreviewed	Carnobacterium maltaromaticum LMA28	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
M7NHB0	unreviewed	Bhargavaea cecembensis DSE10	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
Q4X0E0	unreviewed	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	Malate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
Q5WAN1	unreviewed	Shouchella clausii (strain KSM-K16) (Alkalihalobacillus clausii)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
S9QNN8	unreviewed	Litoreibacter arenae DSM 19593	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
S9R053	unreviewed	Salipiger mucosus DSM 16094	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
U2VCA9	unreviewed	Olsenella profusa F0195	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
V4QVD8	unreviewed	Lutibaculum baratangense AMV1	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
V5WG62	unreviewed	Salinispira pacifica	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
